instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
2258,22806222,0.8,6,2,2,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.0050362920155748725,0.001687415991909802,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
2259,22806227,0.8,6,2,2,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.2998783707155797, 0.41304557078387044, 2.523554562095131, 0.6763706343857312, 0.573841459800087, 0.5133094022196006]",0.764686586562142,0.764686586562142,0.764686586562142,0.764686586562142,0.764686586562142,1.0,1.0,1.0,1.0,1.0,0.007230292016174644,0.000494500040076673,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 16, 24, 32, 34]"
2260,22806228,0.8,6,2,2,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.1506027087960151, 2.002568294707856, 0.25497361874480423, 1.5410771850400473, 1.5764089562975072, 0.47436923641377055]",0.7157954502010726,0.7157954502010726,0.7157954502010726,0.7157954502010726,0.7157954502010725,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.00602704199263826,0.000525208015460521,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 16, 18, 32, 40]"
2261,22806229,0.8,6,2,2,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.3550144026838283, 2.0323467042419985, 0.3801097765647186, 1.379658762028337, 0.5636414358239699, 1.2892289186571473]",0.682401093254067,0.682401093254067,0.682401093254067,0.682401093254067,0.6824010932540671,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.004342208034358919,0.0013755419640801847,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 10, 16, 32, 48]"
2262,22806223,0.8,6,2,2,beta_bimodal,flat,0,"[0.9999738507250443, 0.987729206938283, 0.41476630679680887, 0.9999617023269013, 0.42446411037342036, 0.9731048228395424]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.160769582829771,1.160769582829771,0.9358505892526428,1.160769582829771,1.1607695828297708,1.0,0.8062328674836468,0.9999999999999998,0.806232867483647,1.240336434213014,0.00539524998748675,0.00047612504567950964,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 8, 9, 16, 20, 32, 34]"
2263,22806224,0.8,6,2,2,beta_bimodal,flat,1,"[0.9863309019795489, 0.8594768695115733, 0.9601396804286471, 0.34839490770861836, 0.6900085450215708, 0.9556490953500416]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9615965472698109,0.9615965472698109,0.9615965472698109,0.9615965472698109,0.9615965472698107,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.00480570801300928,0.0006717910291627049,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 16, 24, 32, 34]"
2264,22806225,0.8,6,2,2,beta_bimodal,flat,2,"[0.9936670027376299, 0.8902247237457036, 0.2664432417199127, 0.9999909416210381, 0.9943069305975116, 0.6553671595782044]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0781895987018828,1.0781895987018828,1.0781895987018828,1.0781895987018828,1.0781895987018828,1.0,1.0,1.0,1.0,1.0,0.0043619159841910005,0.0004735420225188136,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 16, 24, 32, 36]"
2265,22806230,0.8,6,2,2,beta_bimodal,log_uniform,0,"[0.9687422379481886, 0.9969089354356345, 0.4359932101726638, 0.9971721618417912, 0.9808370538810867, 0.42034640072063595]","[1.3973772287681496, 0.2657631894132062, 0.31209210985680536, 0.48736920954833, 2.858200726850734, 0.6791975355627746]",0.5697213651214132,0.5697213651214132,0.5697213651214132,0.5697213651214132,0.5697213651214134,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.005263083032332361,0.0003480830346234143,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 8, 10, 16, 17, 32, 36]"
2266,22806231,0.8,6,2,2,beta_bimodal,log_uniform,1,"[0.860169848590523, 0.7786157569311504, 0.9669859175798587, 0.9392447592830144, 0.9423563883329193, 0.31262732928253406]","[1.7876121052356992, 1.2180005373825427, 0.8219744626158034, 0.519104437041505, 0.9420993172622475, 0.7112091404622022]",0.7730956113588849,0.7730956113588849,0.7585118533440635,0.7730956113588849,0.7585118533440636,1.0,0.9811358934127341,0.9811358934127342,0.9999999999999999,1.0192268030493206,0.0049620409845374525,0.0026978750247508287,15,6,"[1, 2, 4, 8, 16, 32, 5, 34, 24]","[1, 2, 4, 8, 12, 16, 17, 32, 34]"
2267,22806232,0.8,6,2,2,beta_bimodal,log_uniform,2,"[0.8313316460398131, 0.890372444372688, 0.9368833887618647, 0.7998917158656036, 0.5145386370117105, 0.8269821679483201]","[0.922652077430715, 0.8364796142902736, 0.8463070391016471, 0.9792076674336048, 0.18762193974601804, 2.227731661997741]",0.5813848686931182,0.5813848686931182,0.5813848686931182,0.5813848686931182,0.5813848686931181,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,0.004882749984972179,0.00035583297722041607,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 16, 20, 32, 40]"
2268,22806230,0.8,6,2,3,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.02330008300486952,0.0005606249906122684,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2269,22806231,0.8,6,2,3,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.02330008300486952,0.0005606249906122684,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2270,22806232,0.8,6,2,3,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.02330008300486952,0.0005606249906122684,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2271,22806237,0.8,6,2,3,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.2435274047107769, 1.9602452937849904, 1.5731044853421352, 0.4475743906460382, 0.5958986819379934, 1.1796497435780655]",0.706669955825425,0.706669955825425,0.706669955825425,0.706669955825425,0.7066699558254249,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.023210833955090493,0.0005477499798871577,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 8, 9, 16, 25, 32, 36, 38]"
2272,22806238,0.8,6,2,3,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.2762627934092297, 0.31067945927719337, 0.9737132675472135, 1.0019269756976412, 0.5235518240861626, 2.9138656799825595]",0.7831585311360401,0.7831585311360401,0.78315853113604,0.7831585311360401,0.7831585311360401,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,0.02280287502799183,0.0007033339934423566,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 3, 4, 8, 12, 16, 19, 32, 44]"
2273,22806239,0.8,6,2,3,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[2.886499775702912, 0.4447885723773438, 1.2249421721684879, 0.3792007923554543, 0.34840761678502313, 0.7161610706107785]",0.8222883895742797,0.8222883895742797,0.8222883895742797,0.8222883895742797,0.8222883895742797,1.0,1.0,1.0,1.0,1.0,0.021564708033110946,0.0008337079780176282,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 8, 16, 24, 26, 32, 36, 37]"
2274,22806233,0.8,6,2,3,beta_bimodal,flat,0,"[0.8017225077238558, 0.9999876980496352, 0.9998690448347685, 0.0643924878551118, 0.9342703520355113, 0.9997579095011175]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1367042115218364,1.1367042115218364,1.1338850044210327,1.1338850044210327,1.1338850044210325,1.0,0.9975198410701502,0.99751984107015,1.0000000000000002,1.0,0.022236583987250924,0.021470832987688482,105,37,"[1, 2, 4, 8, 16, 32, 9, 6, 25, 38]","[1, 2, 4, 6, 8, 16, 17, 25, 32, 38]"
2275,22806234,0.8,6,2,3,beta_bimodal,flat,1,"[0.8488516193571048, 0.9781100767284336, 0.9993437869974331, 0.9946138631135855, 0.0005665257220956601, 0.9785141280813473]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1538135042908115,1.1538135042908115,1.1505818549207993,1.1505818549207993,1.1505818549207998,1.0,0.9971991579592419,0.9971991579592422,0.9999999999999997,1.0,0.025761707976926118,0.03901616600342095,105,60,"[1, 2, 4, 8, 16, 32, 17, 6, 25, 38]","[1, 2, 3, 4, 8, 12, 16, 19, 32, 44]"
2276,22806235,0.8,6,2,3,beta_bimodal,flat,2,"[0.9982022393164502, 0.9408912501832645, 0.9968880277073481, 0.8106656557553396, 0.5498474511935697, 0.5035053758440279]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9466471729624024,0.9466471729624024,0.9466471729624024,0.9466471729624024,0.9466471729624024,1.0,1.0,1.0,1.0,1.0,0.021007124974858016,0.0005359170027077198,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 5, 7, 8, 16, 24, 32, 56]"
2277,22806240,0.8,6,2,3,beta_bimodal,log_uniform,0,"[0.7850943453598255, 0.7890888531294332, 0.9931230160180479, 0.9952187468175219, 0.9461115533708412, 0.29136348530433104]","[0.14906288112330757, 0.3091344235589935, 1.949137554556499, 1.6044392448692582, 0.7463228916078999, 1.2419030042840407]",0.9452577123559218,0.9452577123559218,0.9452577123559218,0.9452577123559218,0.9452577123559218,1.0,1.0,1.0,1.0,1.0,0.02321633300743997,0.0005536670214496553,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 8, 12, 13, 16, 18, 32, 50]"
2278,22806241,0.8,6,2,3,beta_bimodal,log_uniform,1,"[0.9982800190730308, 0.9827022905011555, 0.9307040126090288, 0.5715447637142086, 0.6913192122176137, 0.6254497018849617]","[0.1819996373533615, 0.2180044004631875, 1.5508645052651469, 0.9566420033836086, 1.7692770232551724, 1.3232124302795234]",1.041751435574402,1.041751435574402,1.041751435574402,1.041751435574402,1.041751435574402,1.0,1.0,1.0,1.0,1.0,0.02815983397886157,0.0005308329709805548,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 3, 4, 7, 8, 16, 32, 40, 56]"
2279,22806242,0.8,6,2,3,beta_bimodal,log_uniform,2,"[0.9916913218910285, 0.9999682854706534, 0.9999576271007832, 0.08362861091401572, 0.7264660971836666, 0.9982880574398527]","[0.5221957979190259, 0.813065474252501, 0.2641957742622328, 1.3771023777849172, 1.3301793366081047, 1.693261239173218]",1.6257863642324324,1.6257863642324324,1.6257863642324324,1.6257863642324324,1.6257863642324326,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0219813339645043,0.0005384589894674718,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 8, 16, 17, 25, 32, 38]"
2280,22806320,0.8,6,3,2,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.06319054099731147,0.004828792007174343,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
2281,22806321,0.8,6,3,2,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.06319054099731147,0.004828792007174343,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
2282,22806322,0.8,6,3,2,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.06319054099731147,0.004828792007174343,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
2283,22806327,0.8,6,3,2,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.5320318328587519, 2.4441613380012845, 0.7245086937794266, 0.5088208878096995, 0.5432489963523203, 0.2472282511985179]",0.9908379582308662,0.9908379582308662,0.9401403729278924,0.9908379582308662,0.9401403729278923,1.0,0.948833626243494,0.9488336262434939,1.0000000000000002,1.053925548527488,0.04860949999419972,0.0034957919851876795,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 16, 20, 32, 40]"
2284,22806328,0.8,6,3,2,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.5745235441287956, 0.24806060507839187, 2.441554861494687, 1.4397292217120836, 0.4845777671544919, 0.8115540004315495]",0.9907330907153704,0.9907330907153704,0.9385676167276639,0.9907330907153704,0.9385676167276641,1.0,0.947346591653621,0.9473465916536212,0.9999999999999998,1.0555798783784833,0.0520385000272654,0.0030684579978697,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 8, 12, 16, 18, 32, 33]"
2285,22806329,0.8,6,3,2,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.2670760366556617, 0.5776139294640062, 2.4650081672559128, 0.7236174384864291, 0.6321455193101052, 1.3345389088278856]",0.967448935508654,0.967448935508654,0.9046329029140454,0.967448935508654,0.9046329029140454,1.0,0.9350704411477988,0.9350704411477988,1.0,1.0694381471116765,0.049494832986965775,0.01305841701105237,15,3,"[1, 2, 4, 8, 16, 32, 3, 36, 24]","[1, 2, 3, 4, 8, 16, 24, 32, 36]"
2286,22806323,0.8,6,3,2,beta_bimodal,flat,0,"[0.9992091441749591, 0.982585364956062, 0.34529327432886747, 0.9996284039829942, 0.48434870548215314, 0.9889351070749641]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1902865925937398,1.1902579940264872,1.1902579940264872,1.1902579940264872,1.187772655232917,0.9999759733769745,1.0,0.9978879562481295,1.0020924364461672,1.0,0.05190637498162687,0.053550667013041675,15,15,"[1, 2, 4, 8, 16, 32, 3, 20, 40]","[1, 2, 4, 8, 9, 16, 20, 32, 34]"
2287,22806324,0.8,6,3,2,beta_bimodal,flat,1,"[0.9546718491219475, 0.937272467732749, 0.8014234153013057, 0.9075279194658674, 0.9181806486076346, 0.28092369977049547]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0549598436990872,1.0350702612686358,1.0101249654623314,1.0350702612686358,1.0101249654623314,0.981146597617677,0.9758999009635055,0.9575008674457713,1.0,1.0246952571802708,0.04838749999180436,0.06361741700675339,15,15,"[1, 2, 4, 8, 16, 32, 3, 36, 24]","[1, 2, 3, 4, 8, 16, 24, 32, 36]"
2288,22806325,0.8,6,3,2,beta_bimodal,flat,2,"[0.4757376631965843, 0.9446080915717966, 0.9994115613619753, 0.9990353887430413, 0.40868055358748, 0.9725267415391222]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1737761441179473,1.1729640227762477,1.1729640227762477,1.1729640227762477,1.170973691644139,0.9993081122445968,1.0,0.9976124472388946,1.0016997231844844,1.0,0.04800174996489659,0.0662232919712551,15,15,"[1, 2, 4, 8, 16, 32, 17, 6, 40]","[1, 2, 4, 8, 12, 16, 17, 32, 34]"
2289,22806330,0.8,6,3,2,beta_bimodal,log_uniform,0,"[0.8267446670794559, 0.999797061515745, 0.05460630650978147, 0.9541624736009537, 0.999496205219797, 0.9651932860742675]","[0.583583286179343, 0.3619415928523619, 0.7514308436358754, 0.7470927137521793, 2.1274982201049006, 1.42845334347534]",0.8900644244496689,0.8683169092179316,0.8612266640838606,0.8679113983093107,0.8612266640838605,0.9755663583058227,0.9918344960707296,0.9676003673738124,1.0000000000000002,1.0077618755946915,0.048061625042464584,0.05222904199035838,15,15,"[1, 2, 4, 8, 16, 32, 33, 6, 24]","[1, 2, 4, 5, 8, 16, 18, 32, 40]"
2290,22806331,0.8,6,3,2,beta_bimodal,log_uniform,1,"[0.9872193020070431, 0.9997623975173732, 0.9934443165983385, 0.9859661028592824, 0.09009992974352668, 0.7435079512744367]","[1.6811788671650727, 0.5420846813463136, 0.889652751334325, 0.341555823072923, 1.2975886809042012, 1.2479391961771642]",1.5251602356036886,1.5235044529833637,1.5222491524045287,1.5235044529833637,1.5222491524045287,0.9989143549761711,0.9991760440369066,0.9980912935367688,1.0,1.0008246354263703,0.048889749974478036,0.05310566601110622,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 4, 5, 8, 10, 16, 32, 48]"
2291,22806332,0.8,6,3,2,beta_bimodal,log_uniform,2,"[0.7054127823850623, 0.575148352377347, 0.7110750744604325, 0.9907440386279622, 0.8300940490370741, 0.9875257031121221]","[0.20756187277197286, 0.3726211544830858, 1.257503222959348, 2.1131476427053464, 1.7305760214290649, 0.31859008565118135]",0.8356347514627536,0.8356347514627536,0.8156679011150321,0.8356347514627536,0.815667901115032,1.0,0.9761057683242946,0.9761057683242945,1.0000000000000002,1.0244791419650405,0.04710366600193083,0.006623416964430362,15,2,"[1, 2, 4, 8, 16, 32, 3, 20, 40]","[1, 2, 3, 4, 8, 16, 20, 32, 40]"
2292,22806330,0.8,6,3,3,homogeneous,flat,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.43394983402686194,0.006229457969311625,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2293,22806331,0.8,6,3,3,homogeneous,flat,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.43394983402686194,0.006229457969311625,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2294,22806332,0.8,6,3,3,homogeneous,flat,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.704,0.704,0.5999999999999999,0.704,0.6000000000000001,1.0,0.8522727272727272,0.8522727272727274,0.9999999999999997,1.1733333333333336,0.43394983402686194,0.006229457969311625,105,1,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2295,22806337,0.8,6,3,3,homogeneous,log_uniform,0,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.25952978782238767, 1.012807507359288, 0.2555704438426285, 1.9444254668436456, 2.0847506065967587, 0.44291618753529166]",1.0362234774292407,1.0362234774292407,1.008396716159938,1.0083967161599383,1.008396716159938,1.0,0.9731459845531218,0.9731459845531218,1.0,1.0000000000000002,0.43489999999292195,0.043142750044353306,105,7,"[1, 2, 4, 8, 16, 32, 3, 24, 7, 56]","[1, 2, 4, 5, 8, 10, 16, 26, 32, 37]"
2296,22806338,0.8,6,3,3,homogeneous,log_uniform,1,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.9862320157891147, 1.2651449582664493, 1.546284450301062, 0.5908718352450106, 0.9527881446150737, 0.6586785957832894]",0.8575520480337233,0.8575520480337233,0.759532284871325,0.839630370129341,0.7595322848713252,1.0,0.8856981761198666,0.8856981761198668,0.9999999999999997,1.1054571172989516,0.3527236249647103,0.15787237498443574,105,31,"[1, 2, 4, 8, 16, 32, 6, 24, 7, 56]","[1, 2, 3, 4, 7, 8, 16, 32, 40, 56]"
2297,22806339,0.8,6,3,3,homogeneous,log_uniform,2,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","[0.7628991597760085, 0.3880872442393499, 0.5417091586415835, 2.207369537921334, 1.3191677442496608, 0.7807671551720636]",0.9402306242326426,0.9402306242326426,0.8614608874686116,0.894579347984666,0.8614608874686119,1.0,0.9162229619692318,0.9162229619692321,0.9999999999999997,1.0384445318386681,0.4141431250027381,0.0375321670435369,105,7,"[1, 2, 4, 8, 16, 32, 3, 24, 7, 56]","[1, 2, 4, 6, 7, 8, 16, 32, 48, 56]"
2298,22806333,0.8,6,3,3,beta_bimodal,flat,0,"[0.9997773319053976, 0.9966082390341452, 0.8872036929472753, 0.02823949782346786, 0.8910591961338798, 0.9971120421558343]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1961811391649975,1.1936073548574,1.193497613095377,1.193497613095377,1.193497613095377,0.9978483323107785,0.9999080587417827,0.9977565888795958,1.0,1.0,0.4391871250118129,0.5955025420407765,105,105,"[1, 2, 4, 8, 16, 32, 3, 12, 19, 44]","[1, 2, 4, 8, 16, 20, 28, 32, 33, 35]"
2299,22806334,0.8,6,3,3,beta_bimodal,flat,1,"[0.9936559559352752, 0.7386330421795438, 0.9185985781172201, 0.25683540341661115, 0.9262126677759341, 0.9660643525754162]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.1323642138762333,1.1227084757641859,1.0859329762866248,1.092884738979632,1.085932976286625,0.9914729395421332,0.9672439459829237,0.9589961983780219,0.9999999999999998,1.0064016498668076,0.4233001669635996,0.633560165995732,105,105,"[1, 2, 4, 8, 16, 32, 10, 48, 49, 14]","[1, 2, 4, 6, 8, 14, 16, 32, 33, 49]"
2300,22806335,0.8,6,3,3,beta_bimodal,flat,2,"[0.9224541766015919, 0.8881265402799093, 0.20007061010682528, 0.8876490515646616, 0.9607450743752368, 0.9409545470717746]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.086317881185154,1.0767793126098935,1.0241537980486037,1.024153798048604,1.0241537980486042,0.9912193578505271,0.951126926432366,0.9427754212526357,0.9999999999999996,1.0000000000000002,0.4143694580416195,0.6139462499995716,105,105,"[1, 2, 4, 8, 16, 32, 5, 18, 13, 50]","[1, 2, 4, 8, 10, 14, 16, 32, 48, 49]"
2301,22806340,0.8,6,3,3,beta_bimodal,log_uniform,0,"[0.9978554572280814, 5.1198555689141146e-05, 0.9858422310699562, 0.999999759024533, 0.8711511802483537, 0.9451001738733871]","[0.888475277241605, 0.8893261991060628, 0.16473730949952625, 1.3104133787639145, 1.888259754888169, 0.8587880805007224]",1.1819812782063277,1.1816759170597868,1.179728023990103,1.179728023990103,1.179728023990103,0.9997416531444523,0.9983515843544222,0.9980936633618731,1.0,1.0,0.48076737503288314,0.6542352919932455,105,105,"[1, 2, 4, 8, 16, 32, 5, 34, 13, 50]","[1, 2, 4, 8, 9, 13, 16, 32, 48, 50]"
2302,22806341,0.8,6,3,3,beta_bimodal,log_uniform,1,"[0.23259737957214144, 0.9980989605818358, 0.9893585491522343, 0.9916747864751969, 0.9788692318112902, 0.6094010924073016]","[1.5108960534650353, 0.4092813296511709, 0.8676700924492722, 0.45410361976541547, 0.5639636306407497, 2.1940852740283567]",2.0327365385245253,2.0317328663426406,2.0283898865698133,2.0283898865698133,2.0283898865698133,0.9995062458105795,0.9983546164812281,0.9978616747068132,1.0,1.0,0.4890669999876991,0.6760769999818876,105,105,"[1, 2, 4, 8, 16, 32, 17, 6, 49, 14]","[1, 2, 4, 8, 10, 14, 16, 32, 48, 49]"
2303,22806342,0.8,6,3,3,beta_bimodal,log_uniform,2,"[0.9996136730448048, 0.9892238710925291, 0.02497699102744045, 0.9999978999027257, 0.7900079490377252, 0.9961796158947751]","[0.8712699118982806, 1.5942586186940526, 0.39317336466190933, 0.2994478966124378, 1.9984928896752938, 0.843357318458025]",0.8231669831173832,0.8223038887534765,0.820200634183852,0.8223038887534765,0.820200634183852,0.998951495405418,0.9974422417327823,0.9963964189594954,1.0,1.0025643171706606,0.5480714999721386,0.6415971670066938,105,105,"[1, 2, 4, 8, 16, 32, 6, 40, 41, 22]","[1, 2, 4, 6, 8, 9, 16, 22, 32, 41]"
